"","ID","TYPE","LENGTH","DIAMETER","INVERT_Z1","INVERT_Z2","MATERIAL","MUNIC_NAME","BASIN","Shape__Length","SOURCEDATE","Year","Month"
"1","3053D000P256","PIPE",20,"36",1.47,1.34,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",8.10773091,"Jan-11","11","Jan"
"2","3053D000P257","PIPE",100,"36",-1.55,-1.5,"CORRUGATED PERFORATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",34.19406003,"Jan-11","11","Jan"
"3","3053D000P259","PIPE",9,"15",1.64,0.6,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",3.012679717,"Jan-11","11","Jan"
"4","4003D008P258","PIPE",40,"15",2.28,1.2,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",14.26258567,"Jan-11","11","Jan"
"5","3053D000P264","PIPE",10,"18",0.53,0.15,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",3.985752206,"Jan-11","11","Jan"
"6","4003D008P261","PIPE",40,"15",NA,-0.45,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",14.43740718,"Jan-11","11","Jan"
"7","3053D000P260","PIPE",105,"36",-1.4,-1.15,"CORRUGATED PERFORATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",36.02913165,"Jan-11","11","Jan"
"8","4003D035P239","PIPE",30,"18",0.65,0.45,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",11.34810611,"Jan-11","11","Jan"
"9","3053D000P242","PIPE",8,"15",1.05,0.53,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",3.004801132,"Jan-11","11","Jan"
"10","4003D035P241","PIPE",45,"15",1.35,0.25,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",15.86016148,"Jan-11","11","Jan"
"11","4003D035P240","PIPE",73,"24",0.45,0.45,"CORRUGATED PERFORATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",30.85252066,"Jan-11","11","Jan"
"12","3053D101P022","PIPE",27.85,"24",0.45,0.03,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",9.390379252,"Jan-11","11","Jan"
"13","3053D101P098","PIPE",7.16,"18",0.88,-0.17,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",2.391742413,"Jan-11","11","Jan"
"14","3053D101P099","PIPE",50,"24",-0.07,-0.43,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",18.03123193,"Jan-11","11","Jan"
"15","3053D000P106","PIPE",10,"24",2.25,1.8,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",3.614111047,"Jan-11","11","Jan"
"16","3053D101P104","PIPE",20,"24",1.14,1.66,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",6.741345227,"Jan-11","11","Jan"
"17","3053D101P100","PIPE",10,"24",-0.03,0.41,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",8.038110033,"Jan-11","11","Jan"
"18","3053D101P103","PIPE",193.98,"24",0.01,0.73,"CORRUGATED PERFORATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",66.07236164,"Jan-11","11","Jan"
"19","3053D000P107","PIPE",268,"24",0.4,0.43,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",89.26501595,"Jan-11","11","Jan"
"20","3053D000P108","PIPE",18.5,"24",-3.43,-3.51,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",5.757614233,"Jan-11","11","Jan"
"21","3053D000P237","PIPE",175,"24",0.52,-1.35,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",60.75636544,"Jan-11","11","Jan"
"22","3053D000P238","PIPE",140,"24",-2.14,-1.35,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",47.84194085,"Jan-11","11","Jan"
"23","3053D000P105","PIPE",15.5,"24",-0.3,-0.27,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",6.296428996,"Jan-11","11","Jan"
"24","3053D101P101","PIPE",202,"24",-0.43,-0.34,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",66.47523359,"Jan-11","11","Jan"
"25","3053D101P102","PIPE",15,"24",-0.05,1.08,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",6.815664494,"Jan-11","11","Jan"
"26","3053D000P086","PIPE",75.96,"24",-0.88,0.77,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",25.06117636,"Jan-11","11","Jan"
"27","3053D000P085","PIPE",7.56,"15",0.66,-0.38,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",2.116886348,"Jan-11","11","Jan"
"28","3053D101P111","PIPE",14.98,"24",0.63,1.37,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",5.328907373,"Jan-11","11","Jan"
"29","3053D101P110","PIPE",48.74,"24",0.02,0.38,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",17.37849428,"Jan-11","11","Jan"
"30","3053D101P109","PIPE",210,"24",0.53,0.2,"CORRUGATED PERFORATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",72.0312348,"Jan-11","11","Jan"
"31","3053D000P262","PIPE",43,"42",-1.55,-1.47,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C4",16.75630999,"Jan-11","11","Jan"
"32","3053D000P265","PIPE",75,"18",-0.17,0.77,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",25.28953778,"Jan-11","11","Jan"
"33","3053D000P266","PIPE",99,"18",0.97,0.48,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",33.56244742,"Jan-11","11","Jan"
"34","3053D000P263","PIPE",195,"42",-1.47,-1.38,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C4",65.52658083,"Jan-11","11","Jan"
"35","3053D000P267","PIPE",65,"18",0.78,1.11,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",22.8157327,"Jan-11","11","Jan"
"36","3053D000P268","PIPE",15,"18",-0.19,-0.19,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",5.786734078,"Jan-11","11","Jan"
"37","4003D008P270","PIPE",30,"18",-0.14,-0.14,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C4",11.23236177,"Jan-11","11","Jan"
"38","4003D000P273","PIPE",20,"18",-1.45,-1.45,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",8.241293303,"Jan-11","11","Jan"
"39","3053D000P271","PIPE",150,"42",-1.55,-1.55,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C4",51.23760823,"Jan-11","11","Jan"
"40","3053D000P272","PIPE",110,"42",-5.65,-5.65,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",38.46136162,"Jan-11","11","Jan"
"41","3053D000P274","PIPE",60,"42",-1.45,-1.45,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C4",17.74729267,"Jan-11","11","Jan"
"42","4003D008P275","PIPE",25,"42",-1.45,-1.45,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",10.86547575,"Jan-11","11","Jan"
"43","3053H016P013","PIPE",NA,"24",NA,NA,"METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",7.629402684,"Jan-11","11","Jan"
"44","3053H016P011","PIPE",NA,"24",NA,NA,"METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",2.894629553,"Jan-11","11","Jan"
"45","4003H016SR001","SUCTION RISE",NA,NA,NA,NA,NA,"UNINCORPORATED MIAMI-DADE","C4",3.683338706,"Jan-11","11","Jan"
"46","4003H016P001","PIPE",NA,"42",-4.55,-4.55,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",10.30671942,"Jan-11","11","Jan"
"47","4003H016SR002","SUCTION RISE",NA,NA,NA,NA,NA,"UNINCORPORATED MIAMI-DADE","C4",3.573602579,"Jan-11","11","Jan"
"48","4002H016P020","PIPE",NA,"34",NA,NA,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C4",97.21144528,"Jan-11","11","Jan"
"49","4003H016P016","PIPE",NA,"24",-2.92,-2.92,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C4",13.47536122,"Jan-11","11","Jan"
"50","3053D000P082","PIPE",30.14,"15",1.08,-0.43,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",10.22211969,"Jan-11","11","Jan"
"51","3053D000P083","PIPE",8.31,"15",0.42,-0.43,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",2.757948392,"Jan-11","11","Jan"
"52","3053D000P084","PIPE",56.81,"36",-0.43,-0.78,"CORRUGATED PERFORATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",19.24730362,"Jan-11","11","Jan"
"53","4003D035P233","PIPE",48,"18",2.05,2.05,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",16.5883788,"Jul-12","12","Jul"
"54","4003D031P235","PIPE",24,"24",1.05,1.05,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",8.71098037,"Jul-12","12","Jul"
"55","4003D031P234","PIPE",180,"24",0.55,0.55,"CORRUGATED PERFORATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",59.02579965,"Jul-12","12","Jul"
"56","4003D031P231","PIPE",18,"18",1.65,1.65,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",5.88699302,"Jul-12","12","Jul"
"57","4003D031P232","PIPE",100,"24",0.55,0.55,"CORRUGATED PERFORATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",38.89766478,"Jul-12","12","Jul"
"58","4003D031P227","PIPE",15,"18",1.05,1.05,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",5.838874228,"Jul-12","12","Jul"
"59","4003D035P228","PIPE",50,"18",1.7,1.7,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",16.12486537,"Jul-12","12","Jul"
"60","4003D031P230","PIPE",30,"24",-0.95,-0.95,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",10.1982342,"Jul-12","12","Jul"
"61","4003D031P229","PIPE",110,"24",-0.95,-0.95,"CORRUGATED PERFORATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",38.92045468,"Jul-12","12","Jul"
"62","4003D031P226","PIPE",215,"24",0.55,0.55,"CORRUGATED PERFORATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",73.08211936,"Jul-12","12","Jul"
"63","4003D035P223","PIPE",18,"18",1.55,1.55,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",5.997197735,"Jul-12","12","Jul"
"64","4003D035P224","PIPE",50,"18",2.05,2.05,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",16.22297816,"Jul-12","12","Jul"
"65","4003D035P225","PIPE",70,"24",0.55,0.55,"CORRUGATED PERFORATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",28.25061005,"Jul-12","12","Jul"
"66","4003D035P220","PIPE",22,"18",1.05,1.05,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",6.342382758,"Jul-12","12","Jul"
"67","4003D035P221","PIPE",40,"18",1.7,1.7,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",15.85988037,"Jul-12","12","Jul"
"68","4003D035P222","PIPE",110,"24",0.55,0.55,"CORRUGATED PERFORATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",36.52291021,"Jul-12","12","Jul"
"69","4003D035P216","PIPE",25,"18",1.15,1.15,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",6.242772156,"Jul-12","12","Jul"
"70","4003D035P217","PIPE",40,"15",2.05,4.75,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",15.78786682,"Jul-12","12","Jul"
"71","4003D035P218","PIPE",25,"24",-1.85,-1.85,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",8.502476101,"Jul-12","12","Jul"
"72","4003D035P219","PIPE",125,"24",-1.85,-1.85,"CORRUGATED PERFORATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",48.13225881,"Jul-12","12","Jul"
"73","4003D035P215","PIPE",80,"24",-1.45,-1.45,"CORRUGATED PERFORATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",29.80079686,"Jul-12","12","Jul"
"74","4003D035P213","PIPE",30,"24",-0.05,-0.05,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",14.69902966,"Jul-12","12","Jul"
"75","4003D035P184","PIPE",35,"24",-0.55,1.05,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",10.6058526,"Jul-12","12","Jul"
"76","4003D035P214","PIPE",85,"24",1.35,1.35,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",31.14588977,"Jul-12","12","Jul"
"77","4003D035P202","PIPE",60,"15",-1.55,-2.05,"CORRUGATED PLASTIC PIPE","UNINCORPORATED MIAMI-DADE","C4",20.59352727,"Jan-13","13","Jan"
"78","4003D035P203","PIPE",5,"15",-2.07,-2.05,"CORRUGATED PLASTIC PIPE","UNINCORPORATED MIAMI-DADE","C4",1.623820705,"Jan-13","13","Jan"
"79","4003D035P199","PIPE",35,"18",-2.62,-2.55,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",12.03160736,"Jan-13","13","Jan"
"80","4003D035P200","PIPE",6,"15",-2.53,-2.55,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",2.361829979,"Jan-13","13","Jan"
"81","4003D035P201","PIPE",300,"24",-1.85,-1.85,"CORRUGATED PERFORATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",74.88405738,"Jan-13","13","Jan"
"82","4003D035P195","PIPE",35,"18",1.45,1.45,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",11.75107526,"Jan-13","13","Jan"
"83","4003D035P196","PIPE",7,"15",NA,-2.49,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",2.406998318,"Jan-13","13","Jan"
"84","4003D035P197","PIPE",150,"24",0.7,0.7,"CORRUGATED PERFORATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",50.58401012,"Jan-13","13","Jan"
"85","4003D035P193","PIPE",90,"24",-1.15,-1.15,"CORRUGATED PERFORATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",30.49536385,"Jan-13","13","Jan"
"86","4003D026P191","PIPE",70,"24",0.25,0.25,"CORRUGATED PERFORATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",30.55550798,"Jan-13","13","Jan"
"87","4003D026P190","PIPE",35,"18",1.45,1.45,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",12.37919391,"Jan-13","13","Jan"
"88","4003D026P189","PIPE",50,"24",1.15,1.15,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",16.26774099,"Jan-13","13","Jan"
"89","4003D026P185","PIPE",60,"15",-1.16,-1.15,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",20.40370876,"Jan-13","13","Jan"
"90","4003D026P186","PIPE",8,"15",NA,-1.15,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",2.778888679,"Jan-13","13","Jan"
"91","4003D026P187","PIPE",145,"24",-1.9,-1.9,"CORRUGATED PERFORATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",52.08085235,"Jan-13","13","Jan"
"92","4003D035P204","PIPE",225,"24",0.95,0.95,"CORRUGATED PERFORATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",77.40179108,"Jan-13","13","Jan"
"93","4003D035P179","PIPE",15,"15",-2.21,1.45,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",5.776492639,"Apr-12","12","Apr"
"94","4003D035P181","PIPE",47,"15",1.72,1.68,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",16.28260153,"Apr-12","12","Apr"
"95","4003D035P182","PIPE",91,"24",0.45,0.45,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",31.64770966,"Apr-12","12","Apr"
"96","4003D035P178","PIPE",141,"24",-0.21,0.27,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",52.05170723,"Apr-12","12","Apr"
"97","4003D035P175","PIPE",30,"15",1.4,1.34,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",8.697746801,"Apr-12","12","Apr"
"98","4003D035P176","PIPE",35,"15",1.57,1.52,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",13.57307846,"Apr-12","12","Apr"
"99","4003D035P177","PIPE",106,"24",-0.21,-0.45,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",46.1030463,"Apr-12","12","Apr"
"100","4003D035P172","PIPE",30,"15",1.17,1.13,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",10.87724725,"Apr-12","12","Apr"
"101","4003D035P173","PIPE",35,"15",1.42,1.33,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",12.39794451,"Apr-12","12","Apr"
"102","4003D035P174","PIPE",117,"24",-0.37,-0.83,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",43.20287202,"Apr-12","12","Apr"
"103","4003D035P166","PIPE",40,NA,NA,NA,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",14.3979723,"Apr-12","12","Apr"
"104","4003D015P167","PIPE",170,"24",0.98,0.27,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",55.96219586,"Apr-12","12","Apr"
"105","4003D035P168","PIPE",40,NA,NA,NA,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",14.75396951,"Apr-12","12","Apr"
"106","4003D015P169","PIPE",100,"18",1.08,0.46,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",35.77025586,"Apr-12","12","Apr"
"107","4003D035P171","PIPE",61,"24",-0.97,-0.97,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",20.7459306,"Apr-12","12","Apr"
"108","4003D035P164","PIPE",25,"18",0.45,0.35,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",9.188312798,"Apr-12","12","Apr"
"109","4003D035P165","PIPE",126,"24",0.07,NA,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",44.5569065,"Apr-12","12","Apr"
"110","4003D035P161","PIPE",36,"18",-1.95,-2.01,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",13.04611019,"Apr-12","12","Apr"
"111","4003D015P162","PIPE",50,"18",1.92,1.79,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",18.14107703,"Apr-12","12","Apr"
"112","4003D035P163","PIPE",165,"24",-1.19,-0.64,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",61.56887494,"Apr-12","12","Apr"
"113","4003D035P158","PIPE",40,"18",0.45,0.68,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",14.08195336,"Apr-12","12","Apr"
"114","4003D015P159","PIPE",34,"15",1.83,1.77,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",12.54603826,"Apr-12","12","Apr"
"115","4003D015P160","PIPE",96,"24",-1.22,-2.15,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",31.91205505,"Apr-12","12","Apr"
"116","4003D035P155","PIPE",38,"15",-1,-1.06,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",13.30070554,"Apr-12","12","Apr"
"117","4003D015P156","PIPE",35,"15",-1.43,-1.5,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",13.0159954,"Apr-12","12","Apr"
"118","4003D015P157","PIPE",120,"24",0.35,0.29,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",42.25990555,"Apr-12","12","Apr"
"119","4003D035P170","PIPE",52,"24",-2.63,-0.97,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",22.96920154,"Apr-12","12","Apr"
"120","4003D008P269","PIPE",90,"24",1.21,0.76,"CORRUGATED PERFORATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",31.99449348,"Jan-11","11","Jan"
"121","4003D035P198","PIPE",45,"18",-2.65,-2.63,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",15.50771733,"Jan-13","13","Jan"
"122","4003D026P188","PIPE",7,"18",NA,-1.15,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",2.230798244,"Jan-13","13","Jan"
"123","4003D035P194","PIPE",30,"24",-1.15,-1.15,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",7.868263277,"Jan-13","13","Jan"
"124","4003D035P192","PIPE",30,"24",0.25,0.25,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",3.675429825,"Jan-13","13","Jan"
"125","4003H016P003","PIPE",NA,"24",NA,NA,"METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",2.539712303,"Jan-11","11","Jan"
"126","4003H016P005","PIPE",NA,"24",NA,NA,"METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",1.033313592,"Jan-11","11","Jan"
"127","4003H016P004","PIPE",NA,"24",NA,NA,"METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",2.584354717,"Jan-11","11","Jan"
"128","4003H016P006","PIPE",NA,"24",NA,NA,"METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",1.003813469,"Jan-11","11","Jan"
"129","4003H016P007","PIPE",NA,"24",NA,NA,"METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",2.55531048,"Jan-11","11","Jan"
"130","4003H016P008","PIPE",NA,"24",NA,NA,"METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",2.701536276,"Jan-11","11","Jan"
"131","4003H016P014","PIPE",NA,"24",NA,NA,"METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",9.794760774,"Jan-11","11","Jan"
"132","4003H016P009","PIPE",NA,"24",NA,NA,"METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",1.015668499,"Jan-11","11","Jan"
"133","4003H016P010","PIPE",NA,"24",NA,NA,"METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",1.045972791,"Jan-11","11","Jan"
"134","4003H016P012","PIPE",NA,"24",NA,NA,"METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",0.84576764,"Jan-11","11","Jan"
"135","4003H016P017","PIPE",NA,"24",NA,NA,"METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",8.867718791,"Jan-11","11","Jan"
"136","4003H016P018","PIPE",NA,"24",NA,NA,"METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",7.613259658,"Jan-11","11","Jan"
"137","4003H016P019","PIPE",NA,"24",NA,NA,"METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",146.8375037,"Jan-11","11","Jan"
"138","4003H016P015","PIPE",NA,"24",NA,NA,"METAL PIPE","UNINCORPORATED MIAMI-DADE","C4",153.495864,"Jan-11","11","Jan"
"139","4002H016P021","PIPE",NA,"34",NA,NA,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C4",27.05911112,"Jan-11","11","Jan"
"140","4002H016P022","PUMP DISCHARGE PIPE",NA,"36",NA,-7.24,"HIGHT DENSITY POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C4",4.341556611,"Jan-11","11","Jan"
"141","4003H016P002","PIPE",NA,"42",NA,NA,"SOLID PIPE","UNINCORPORATED MIAMI-DADE","C4",9.5511006,"Jan-11","11","Jan"
"142","3129S025P019","PIPE",NA,"60",-4.88,-4.89,"REINFORCED CONCRETE PIPE","UNINCORPORATED MIAMI-DADE","C4",4.771907111,"Oct-10","10","Oct"
"143","3129S025P018","PIPE",NA,"60",-4.87,-4.88,"REINFORCED CONCRETE PIPE","UNINCORPORATED MIAMI-DADE","C4",13.86890139,"Oct-10","10","Oct"
"144","3129S025P040","PIPE",7,"18",0.35,0.25,NA,"UNINCORPORATED MIAMI-DADE","C4",6.509861222,"Oct-10","10","Oct"
"145","3129S025P039","PIPE",62,"18",0.45,0.35,NA,"UNINCORPORATED MIAMI-DADE","C4",25.68091921,"Oct-10","10","Oct"
"146","3129S025P041","PIPE",22,"48",-3.87,-3.87,"REINFORCED CONCRETE PIPE","UNINCORPORATED MIAMI-DADE","C4",8.562943645,"Oct-10","10","Oct"
"147","3129H019P001","PIPE",3,"48",-3.87,-3.87,NA,"UNINCORPORATED MIAMI-DADE","C4",1.516127993,"Oct-10","10","Oct"
"148","3129H019SR001","SUCTION RISE",NA,NA,-3.87,-10.15,NA,"UNINCORPORATED MIAMI-DADE","C4",5.570487021,"Oct-10","10","Oct"
"149","3129H019SR002","SUCTION RISE",NA,NA,-3.87,-10.15,NA,"UNINCORPORATED MIAMI-DADE","C4",5.529489162,"Oct-10","10","Oct"
"150","3129H019P002","PIPE",NA,"30",-10.15,-1.9,NA,"UNINCORPORATED MIAMI-DADE","C4",5.755639185,"Oct-10","10","Oct"
"151","3129H019P003","PIPE",NA,"30",-10.15,-1.9,NA,"UNINCORPORATED MIAMI-DADE","C4",5.650053962,"Oct-10","10","Oct"
"152","3129H019P004","PIPE",NA,"24",-1.9,-1.9,"DUCTILE IRON PIPE","UNINCORPORATED MIAMI-DADE","C4",2.105240248,"Oct-10","10","Oct"
"153","3129H019P005","PIPE",2,"24",-1.9,-1.9,"DUCTILE IRON PIPE","UNINCORPORATED MIAMI-DADE","C4",2.152039844,"Oct-10","10","Oct"
"154","3129H019P006","PIPE",2,"24",-1.9,-1.9,"DUCTILE IRON PIPE","UNINCORPORATED MIAMI-DADE","C4",1.845791714,"Oct-10","10","Oct"
"155","3129H019P007","PIPE",15,"24",-1.9,-1.9,"DUCTILE IRON PIPE","UNINCORPORATED MIAMI-DADE","C4",6.92805534,"Oct-10","10","Oct"
"156","7801A187P006","PIPE",25,NA,NA,NA,NA,"UNINCORPORATED MIAMI-DADE","C103",14.37989926,"Jan-12","12","Jan"
"157","7801A187P004","PIPE",25,NA,NA,NA,NA,"UNINCORPORATED MIAMI-DADE","C103",15.58123852,"Jan-12","12","Jan"
"158","5902D049O004","PIPE",NA,"6",NA,NA,"POLYVINYL PIPE","UNINCORPORATED MIAMI-DADE","C100",10.97740621,"May-13","13","May"
"159","5903D020O001","PIPE",NA,NA,NA,NA,NA,"UNINCORPORATED MIAMI-DADE","C100",8.459066525,"May-13","13","May"
"160","4934D003P002","PIPE",NA,"24",NA,NA,"REINFORCED CONCRETE PIPE","UNINCORPORATED MIAMI-DADE","C100",15.66236133,"May-13","13","May"
"161","4934D003P001","PIPE",NA,NA,NA,NA,"REINFORCED CONCRETE PIPE","UNINCORPORATED MIAMI-DADE","C100",14.02633246,"May-13","13","May"
"162","6835D000T001","SLAB COVERED TRENCH",25,NA,NA,NA,NA,"UNINCORPORATED MIAMI-DADE","C103",6.751049299,"May-10","10","May"
"163","6835D000T002","SLAB COVERED TRENCH",25,NA,NA,NA,NA,"UNINCORPORATED MIAMI-DADE","C103",6.751148917,"May-10","10","May"
"164","6835D000P001","PIPE",20,"15",NA,NA,NA,"UNINCORPORATED MIAMI-DADE","C103",8.39771216,"May-10","10","May"
"165","6835D000P002","PIPE",25,"15",NA,NA,NA,"UNINCORPORATED MIAMI-DADE","C103",6.74212194,"May-10","10","May"
"166","6835D000P003","PIPE",25,"15",NA,NA,NA,"UNINCORPORATED MIAMI-DADE","C103",6.74202194,"May-10","10","May"
