"","ID","TYPE","LENGTH","DIAMETER","INVERT_Z1","INVERT_Z2","MATERIAL","MUNIC_NAME","BASIN","Shape__Length","SOURCEDATE","Year","Month"
"5518","2016X093P019","PIPE",107,"30",0.95,0.95,"REINFORCED CONCRETE PIPE","HIALEAH","C8",36.78339155,"Nov-15","15","Nov"
"5519","2016X093P017","PIPE",150,"24",-2,-2,"CORRUGATED METAL PIPE","HIALEAH","C8",51.07789099,"Nov-15","15","Nov"
"5520","2016X093P018","PIPE",150,"24",-2,-2,"CORRUGATED METAL PIPE","HIALEAH","C8",51.07628073,"Nov-15","15","Nov"
"5521","2021X093P042","PIPE",130,"42",0.05,0.05,"REINFORCED CONCRETE PIPE","HIALEAH","C8",47.38587922,"Nov-15","15","Nov"
"5522","2021X093P021","PIPE",136,"24",1.9,1.85,"REINFORCED CONCRETE PIPE","HIALEAH","C8",41.38572598,"Nov-15","15","Nov"
"5523","2021X093P017","PIPE",137,"24",1.7,1.7,"REINFORCED CONCRETE PIPE","HIALEAH","C8",44.7962569,"Nov-15","15","Nov"
"5524","2021X093P009","PIPE",150,"30",1.05,1.05,"REINFORCED CONCRETE PIPE","HIALEAH","C8",49.99098043,"Nov-15","15","Nov"
"5525","2021X093P010","PIPE",130,"30",1.05,1.05,"REINFORCED CONCRETE PIPE","HIALEAH","C8",43.26162818,"Nov-15","15","Nov"
"5526","2021X093P004","PIPE",142,"30",1.15,1.15,"REINFORCED CONCRETE PIPE","HIALEAH","C8",45.36808311,"Nov-15","15","Nov"
"5527","2021X093P005","PIPE",127,"30",1.15,1.15,"REINFORCED CONCRETE PIPE","HIALEAH","C8",41.31663478,"Nov-15","15","Nov"
"5528","2021X093P001","PIPE",105,"18",1.5,1.4,"REINFORCED CONCRETE PIPE","HIALEAH","C8",35.60135759,"Nov-15","15","Nov"
"5529","2021X093P003","PIPE",97,"30",1.15,1.15,"REINFORCED CONCRETE PIPE","HIALEAH","C8",33.89505324,"Nov-15","15","Nov"
"5530","2021X093P002","PIPE",150,"24",-2,-2,"CORRUGATED METAL PIPE","HIALEAH","C8",51.07472576,"Nov-15","15","Nov"
"5531","2021X093P006","PIPE",104,"24",1.5,1.6,"REINFORCED CONCRETE PIPE","HIALEAH","C8",35.68208132,"Nov-15","15","Nov"
"5532","2021X093P007","PIPE",58,"18",6.7,6.65,"REINFORCED CONCRETE PIPE","HIALEAH","C8",21.01048936,"Nov-15","15","Nov"
"5533","2021X093P008","PIPE",96,"30",1.05,1.05,"REINFORCED CONCRETE PIPE","HIALEAH","C8",33.67907711,"Nov-15","15","Nov"
"5534","2021X093P011","PIPE",150,"24",-2,-2,"CORRUGATED METAL PIPE","HIALEAH","C8",51.06905219,"Nov-15","15","Nov"
"5535","2021X093P013","PIPE",97,"24",1.6,1.5,"REINFORCED CONCRETE PIPE","HIALEAH","C8",34.4973939,"Nov-15","15","Nov"
"5536","2021X093P012","PIPE",58,"18",6.7,6.65,"REINFORCED CONCRETE PIPE","HIALEAH","C8",25.44030688,"Nov-15","15","Nov"
"5537","2021X093P016","PIPE",98,"24",1.8,1.7,"REINFORCED CONCRETE PIPE","HIALEAH","C8",35.05088377,"Nov-15","15","Nov"
"5538","2021X093P015","PIPE",159,"24",1.5,1.5,"CORRUGATED METAL PIPE","HIALEAH","C8",54.73962253,"Nov-15","15","Nov"
"5539","2021X093P014","PIPE",116,"24",1.5,1.5,"CORRUGATED METAL PIPE","HIALEAH","C8",39.49537135,"Nov-15","15","Nov"
"5540","2021X093P018","PIPE",180,"24",150,130,"REINFORCED CONCRETE PIPE","HIALEAH","C8",63.34665755,"Nov-15","15","Nov"
"5541","2021X093P020","PIPE",286,"24",1.5,1.5,"CORRUGATED METAL PIPE","HIALEAH","C8",101.7139771,"Nov-15","15","Nov"
"5542","2021X093P036","PIPE",300,"24",0.4,0.4,"CORRUGATED METAL PIPE","HIALEAH","C8",103.8230829,"Nov-15","15","Nov"
"5543","2021X093P037","PIPE",63,"18",2.7,0.4,"REINFORCED CONCRETE PIPE","HIALEAH","C8",22.61224255,"Nov-15","15","Nov"
"5544","2021X093P032","PIPE",34,"18",6.3,2.9,"REINFORCED CONCRETE PIPE","HIALEAH","C8",11.92998003,"Nov-15","15","Nov"
"5545","2021X093P031","PIPE",57,"24",1.7,1.6,"REINFORCED CONCRETE PIPE","HIALEAH","C8",21.57765024,"Nov-15","15","Nov"
"5546","2021X093P033","PIPE",128,"24",2.9,2.7,"REINFORCED CONCRETE PIPE","HIALEAH","C8",44.41458348,"Nov-15","15","Nov"
"5547","2021X093P034","PIPE",73,"24",2.7,1.5,"REINFORCED CONCRETE PIPE","HIALEAH","C8",24.2279124,"Nov-15","15","Nov"
"5548","2021X093P035","PIPE",227,"24",1.5,1.25,"REINFORCED CONCRETE PIPE","HIALEAH","C8",77.3605413,"Nov-15","15","Nov"
"5549","2021X093P029","PIPE",215,"24",1,1,"CORRUGATED METAL PIPE","HIALEAH","C8",74.13667345,"Nov-15","15","Nov"
"5550","2021X093P022","PIPE",102,"24",1.5,1,"REINFORCED CONCRETE PIPE","HIALEAH","C8",41.60136177,"Nov-15","15","Nov"
"5551","2021X093P039","PIPE",55,"30",0.64,0.05,"REINFORCED CONCRETE PIPE","HIALEAH","C8",19.04198914,"Nov-15","15","Nov"
"5552","2021X093P040","PIPE",44,"30",1.1,0.64,"REINFORCED CONCRETE PIPE","HIALEAH","C8",15.47418623,"Nov-15","15","Nov"
"5553","2021X093P027","PIPE",290,"24",0.4,0.4,"CORRUGATED METAL PIPE","HIALEAH","C8",101.4571257,"Nov-15","15","Nov"
"5554","2021X093P026","PIPE",55,"24",-0.2,-0.3,"REINFORCED CONCRETE PIPE","HIALEAH","C8",20.28399535,"Nov-15","15","Nov"
"5555","2021X093P025","PIPE",53,"18",1,-0.2,"REINFORCED CONCRETE PIPE","HIALEAH","C8",18.83239123,"Nov-15","15","Nov"
"5556","2021X093P024","PIPE",27,"24",0.7,0.7,"REINFORCED CONCRETE PIPE","HIALEAH","C8",10.08308975,"Nov-15","15","Nov"
"5557","2021X093P023","PIPE",187,"24",1,-0.2,"REINFORCED CONCRETE PIPE","HIALEAH","C8",56.76283673,"Nov-15","15","Nov"
"5558","2021X093P038","PIPE",273,"24",0.4,0.4,"CORRUGATED METAL PIPE","HIALEAH","C8",95.29399069,"Nov-15","15","Nov"
"5559","2021X093P019","PIPE",57,"18",2.35,1.5,"REINFORCED CONCRETE PIPE","HIALEAH","C8",19.74851046,"Nov-15","15","Nov"
"5560","2021X093P041","PIPE",140,"30",1.1,1,"REINFORCED CONCRETE PIPE","HIALEAH","C8",48.49825332,"Nov-15","15","Nov"
"5561","2021X093P030","PIPE",140,"24",1.7,1.7,"REINFORCED CONCRETE PIPE","HIALEAH","C8",48.79233237,"Nov-15","15","Nov"
"5562","2021X093P028","PIPE",155,"24",2.8,2.55,"REINFORCED CONCRETE PIPE","HIALEAH","C8",53.6012192,"Nov-15","15","Nov"
"5563","2021X093P043","PIPE",130,"42",0.05,0.05,"REINFORCED CONCRETE PIPE","HIALEAH","C8",46.45542553,"Nov-15","15","Nov"
"5564","2021X093P056","PIPE",42,"15",NA,NA,"REINFORCED CONCRETE PIPE","HIALEAH","C8",16.19734548,"Mar-18","18","Mar"
"5565","2021X093P055","PIPE",34,"15",NA,NA,"REINFORCED CONCRETE PIPE","HIALEAH","C8",11.82214923,"Mar-18","18","Mar"
"5566","2023D005P007","PIPE",150,"24",0.03,-1.09,"CORRUGATED METAL PIPE","MIAMI LAKES","C8",47.22008063,"Sep-14","14","Sep"
"5567","2023D005P009","PIPE",150,"24",-0.55,-1.45,"CORRUGATED METAL PIPE","MIAMI LAKES","C8",48.81721512,"Sep-14","14","Sep"
"5568","2023Y121P002","PIPE",12,"18",1.28,0.85,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",2.467565231,"Sep-13","13","Sep"
"5569","2023Y121P005","PIPE",107,"18",0.85,0.8,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",36.35098719,"Sep-13","13","Sep"
"5570","2023Y121P008","PIPE",6,"15",1.3,1.21,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",3.178546356,"Sep-13","13","Sep"
"5571","2023Y121P011","PIPE",29,"15",0.98,0.97,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",8.769939557,"Sep-13","13","Sep"
"5572","2023Y121P004","PIPE",23,"15",0.9,0.73,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",6.181443147,"Sep-13","13","Sep"
"5573","2023Y121P012","PIPE",52,"18",0.85,0.78,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",19.67838104,"Sep-13","13","Sep"
"5574","2023Y121P013","PIPE",8,"15",1.01,0.9,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",3.714634576,"Sep-13","13","Sep"
"5575","2023Y121P014","PIPE",29,"15",0.98,0.97,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",9.963173956,"Sep-13","13","Sep"
"5576","2023Y121P015","PIPE",75,"18",0.84,0.51,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",43.76774862,"Sep-13","13","Sep"
"5577","2023Y121P016","PIPE",194,"18",1.32,1.29,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",44.61413888,"Sep-13","13","Sep"
"5578","2023Y589P005","PIPE",19,"15",0.63,0.43,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",7.134703469,"Sep-13","13","Sep"
"5579","2023Y589P006","PIPE",18,"15",2.21,1.54,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",15.33029319,"Sep-13","13","Sep"
"5580","2023Y589P007","PIPE",125,"18",0.83,0.81,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",40.7431449,"Sep-13","13","Sep"
"5581","2023Y589P008","PIPE",25,"15",1.78,1.57,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",4.627450844,"Sep-13","13","Sep"
"5582","2023Y589P009","PIPE",47,"18",0.77,-1.1,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",12.7145842,"Sep-13","13","Sep"
"5583","2023Y589P010","PIPE",34,"15",-0.04,-0.7,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",12.82100064,"Sep-13","13","Sep"
"5584","2023Y589P012","PIPE",7,"15",1.25,1.36,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",2.0679194,"Sep-13","13","Sep"
"5585","2023Y554P005","PIPE",27,"15",1.3,0.94,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",9.040954123,"Sep-13","13","Sep"
"5586","2023Y554P002","PIPE",134,"18",0.79,0.79,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",43.89741854,"Sep-13","13","Sep"
"5587","2023Y554P007","PIPE",7,"15",1.45,1.11,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",2.580336274,"Sep-13","13","Sep"
"5588","2023Y554P008","PIPE",102,"18",0.91,0.84,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",27.79227004,"Sep-13","13","Sep"
"5589","2023Y554P009","PIPE",27,"15",1.82,1.54,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",8.60378342,"Sep-13","13","Sep"
"5590","2023Y554P010","PIPE",7,"15",1.63,1.76,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",2.195764115,"Sep-13","13","Sep"
"5591","2023Y554P011","PIPE",191,"18",0.8,0.8,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",60.56469887,"Sep-13","13","Sep"
"5592","2023Y589P003","PIPE",65,"18",0.76,0.61,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",21.31685128,"Sep-13","13","Sep"
"5593","2023Y589P004","PIPE",18,"15",2,1.58,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",3.697736087,"Sep-13","13","Sep"
"5594","2023Y589P001","PIPE",7,"15",0.96,0.6,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",2.904263917,"Sep-13","13","Sep"
"5595","2023Y589P002","PIPE",21,"15",1.02,0.6,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",7.903002279,"Sep-13","13","Sep"
"5596","2023Y121P017","PIPE",93,"18",1.97,1.78,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",34.10317333,"Sep-13","13","Sep"
"5597","2023Y121P018","PIPE",165,"18",0.82,0.76,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",54.38459975,"Sep-13","13","Sep"
"5598","2023Y554P012","PIPE",35,"12",0.8,0.52,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",12.64374391,"Sep-13","13","Sep"
"5599","2023Y121P010","PIPE",57,"18",1.05,0.71,"CORRUGATED METAL PIPE","MIAMI LAKES","C8",21.05259269,"Sep-13","13","Sep"
"5600","2023Y121P009","PIPE",25,"18",1.18,1.18,"CORRUGATED METAL PIPE","MIAMI LAKES","C8",7.130675852,"Sep-13","13","Sep"
"5601","2023Y121P001","PIPE",25,"18",1.4,1.4,"CORRUGATED METAL PIPE","MIAMI LAKES","C8",7.758382328,"Sep-13","13","Sep"
"5602","2023Y121P003","PIPE",25,"15",0.86,0.86,"CORRUGATED METAL PIPE","MIAMI LAKES","C8",8.460962494,"Sep-13","13","Sep"
"5603","2023Y121P007","PIPE",57,"18",1.12,0.97,"CORRUGATED METAL PIPE","MIAMI LAKES","C8",20.19319574,"Sep-13","13","Sep"
"5604","2023Y121P006","PIPE",25,"18",1.29,1.29,"CORRUGATED METAL PIPE","MIAMI LAKES","C8",7.182294367,"Sep-13","13","Sep"
"5605","2023Y554P001","PIPE",56,"18",0.65,0.23,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",19.80190053,"Sep-13","13","Sep"
"5606","2023Y554P006","PIPE",25,"18",0.86,0.86,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",7.738424078,"Sep-13","13","Sep"
"5607","2023Y554P004","PIPE",76,"18",0.51,0.48,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",27.06929893,"Sep-13","13","Sep"
"5608","2023Y554P003","PIPE",25,"18",0.86,0.86,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",9.628397018,"Sep-13","13","Sep"
"5609","2023Y589P011","PIPE",25,"18",1.25,1.25,"CORRUGATED METAL PIPE","MIAMI LAKES","C8",9.178761407,"Sep-13","13","Sep"
"5610","2023Y121P026","PIPE",5,"15",-0.25,1.3,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",2.255013211,"Sep-13","13","Sep"
"5611","2023Y121P025","PIPE",30,"15",-0.18,1.37,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",13.73330844,"Sep-13","13","Sep"
"5612","2023Y121P027","PIPE",50,"12",NA,NA,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",17.40628387,"Sep-13","13","Sep"
"5613","2023Y121P028","PIPE",114,"18",NA,0.89,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",39.27999612,"Sep-13","13","Sep"
"5614","2023Y121P019","PIPE",11,"15",-0.3,1.25,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",3.935297972,"Sep-13","13","Sep"
"5615","2023Y121P020","PIPE",26,"15",-0.35,1.2,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",9.234661385,"Sep-13","13","Sep"
"5616","2023Y121P021","PIPE",190,"18",NA,NA,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",56.93611956,"Sep-13","13","Sep"
"5617","2023Y121P022","PIPE",11,"15",-0.33,1.22,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",3.459904451,"Sep-13","13","Sep"
"5618","2023Y121P023","PIPE",23,"15",-0.76,0.79,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",7.097905332,"Sep-13","13","Sep"
"5619","2023Y121P024","PIPE",51,"18",-1.54,0.01,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",13.5466394,"Sep-13","13","Sep"
"5620","2023D010P003","PIPE",11,"15",-1.55,-1.65,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",3.757570552,"Jan-15","15","Jan"
"5621","2023D010P002","PIPE",3,"15",0.85,0.75,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",1.057239296,"Jan-15","15","Jan"
"5622","2023D010P001","PIPE",55,"15",-0.55,-0.85,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",19.9812618,"Jan-15","15","Jan"
"5623","2023D010P004","PIPE",80,"18",-0.15,-0.15,"CORRUGATED METAL PIPE","MIAMI LAKES","C8",27.00285539,"Jan-15","15","Jan"
"5624","2023D010P013","PIPE",19,"15",0.45,0.35,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",6.818178645,"Jan-15","15","Jan"
"5625","2023D010P014","PIPE",100,"18",-0.85,-0.85,"CORRUGATED METAL PIPE","MIAMI LAKES","C8",34.28123624,"Jan-15","15","Jan"
"5626","2023D010P012","PIPE",16,"15",-0.45,-0.65,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",6.674724542,"Jan-15","15","Jan"
"5627","2023D010P011","PIPE",55,"15",-0.15,-0.35,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",20.33508601,"Jan-15","15","Jan"
"5628","2023D010P010","PIPE",100,"18",-0.85,-0.85,"CORRUGATED METAL PIPE","MIAMI LAKES","C8",34.22423679,"Jan-15","15","Jan"
"5629","2023D010P009","PIPE",17,"18",-0.85,-0.85,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",4.510953481,"Jan-15","15","Jan"
"5630","2023D010P008","PIPE",80,"18",1.25,-0.85,"CORRUGATED METAL PIPE","MIAMI LAKES","C8",27.23655732,"Jan-15","15","Jan"
"5631","2023D010P007","PIPE",11,"15",0.85,0.75,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",3.730066811,"Jan-15","15","Jan"
"5632","2023D010P006","PIPE",3,"15",-1.65,-1.75,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",1.354784874,"Jan-15","15","Jan"
"5633","2023D010P020","PIPE",121,"15",-2.05,-2.55,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",41.19861423,"Jan-15","15","Jan"
"5634","2023D010P030","PIPE",26,"18",-1.05,-1.05,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",8.886133697,"Jan-15","15","Jan"
"5635","2023D010P031","PIPE",135,"18",-1.05,-1.05,"CORRUGATED METAL PIPE","MIAMI LAKES","C8",45.89725278,"Jan-15","15","Jan"
"5636","2023D010P028","PIPE",13,"15",-1.75,-1.85,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",4.503319247,"Jan-15","15","Jan"
"5637","2023D010P029","PIPE",5,"15",-1.75,-1.85,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",2.372159274,"Jan-15","15","Jan"
"5638","2023D010P033","PIPE",13,"15",-1.05,-1.15,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",4.405038426,"Jan-15","15","Jan"
"5639","2023D010P032","PIPE",30,"15",-1.05,-1.25,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",10.16158555,"Jan-15","15","Jan"
"5640","2023D010P036","PIPE",11,"15",-2.85,-2.95,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",3.664791711,"Jan-15","15","Jan"
"5641","2023D010P037","PIPE",8,"15",-2.95,-2.95,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",5.139218918,"Jan-15","15","Jan"
"5642","2023D010P038","PIPE",100,"18",-0.35,-0.35,"CORRUGATED METAL PIPE","MIAMI LAKES","C8",34.00020312,"Jan-15","15","Jan"
"5643","2023D010P039","PIPE",9,"15",-2.45,-2.55,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",2.954199486,"Jan-15","15","Jan"
"5644","2023D010P040","PIPE",11,"15",-4.45,-2.55,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",4.16297021,"Jan-15","15","Jan"
"5645","2023S154P038","PIPE",140,"15",NA,NA,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",50.53216005,"Jan-15","15","Jan"
"5646","2023D010P045","PIPE",13,"15",-2.75,-2.85,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",7.764315693,"Jan-15","15","Jan"
"5647","2023D010P046","PIPE",90,"18",0.95,0.95,"CORRUGATED METAL PIPE","MIAMI LAKES","C8",28.62673693,"Jan-15","15","Jan"
"5648","2023D010P044","PIPE",125,"18",0.75,0.75,"CORRUGATED METAL PIPE","MIAMI LAKES","C8",40.97515232,"Jan-15","15","Jan"
"5649","2023D010P043","PIPE",31,"15",-2.45,-2.65,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",9.076702499,"Jan-15","15","Jan"
"5650","2023D010P052","PIPE",17,"15",1.05,-0.25,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",5.990638465,"Jan-15","15","Jan"
"5651","2023D010P050","PIPE",32,"15",-0.95,-1.15,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",12.02508422,"Jan-15","15","Jan"
"5652","2023D010P051","PIPE",100,"18",-1.15,-1.15,"CORRUGATED METAL PIPE","MIAMI LAKES","C8",33.93398401,"Jan-15","15","Jan"
"5653","2023D010P053","PIPE",25,"15",-0.25,-0.25,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",9.91415816,"Jan-15","15","Jan"
"5654","2023D010P054","PIPE",45,"18",0.95,0.95,"CORRUGATED METAL PIPE","MIAMI LAKES","C8",15.28416936,"Jan-15","15","Jan"
"5655","2023D010P026","PIPE",20,"15",0.35,0.25,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",6.802420275,"Jan-15","15","Jan"
"5656","2023D010P024","PIPE",27,"15",-3.55,-3.65,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",9.180118523,"Jan-15","15","Jan"
"5657","2023D010P025","PIPE",43,"15",-4.45,-4.65,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",16.25527134,"Jan-15","15","Jan"
"5658","2023D010P027","PIPE",120,"18",1.45,1.45,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",40.67647909,"Jan-15","15","Jan"
"5659","2023D003P035","PIPE",21,"15",-0.55,-0.75,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",7.111900239,"Jan-15","15","Jan"
"5660","2023D003P033","PIPE",38,"15",-3.25,-3.35,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",12.82197984,"Jan-15","15","Jan"
"5661","2023D003P034","PIPE",32,"15",-2.35,-2.45,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",11.62736563,"Jan-15","15","Jan"
"5662","2023D003P032","PIPE",130,"18",1.15,1.15,"CORRUGATED METAL PIPE","MIAMI LAKES","C8",44.17449893,"Jan-15","15","Jan"
"5663","2023D003P031","PIPE",4,"15",-1.35,-1.45,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",2.036366807,"Jan-15","15","Jan"
"5664","2023D003P030","PIPE",26,"15",-1.35,-1.45,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",8.846203582,"Jan-15","15","Jan"
"5665","2023D003P038","PIPE",52,"15",-2.25,-2.35,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",18.66659608,"Jan-15","15","Jan"
"5666","2023D003P037","PIPE",37,"15",-0.15,-0.35,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",12.55441666,"Jan-15","15","Jan"
"5667","2023D003P036","PIPE",33,"15",-2.55,-2.65,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",11.23382833,"Jan-15","15","Jan"
"5668","2023D003P039","PIPE",125,"18",1.65,1.65,"CORRUGATED METAL PIPE","MIAMI LAKES","C8",49.52168654,"Jan-15","15","Jan"
"5669","2023D003P041","PIPE",16,"15",-1.95,-2.05,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",5.770857659,"Jan-15","15","Jan"
"5670","2023D003P040","PIPE",8,"15",0.15,0.05,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",1.978321597,"Jan-15","15","Jan"
"5671","2023D003P042","PIPE",25,"18",1.65,1.65,"CORRUGATED METAL PIPE","MIAMI LAKES","C8",8.494466619,"Jan-15","15","Jan"
"5672","2023D003P043","PIPE",41,"15",-1.55,-1.75,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",12.90889269,"Jan-15","15","Jan"
"5673","2023D003P044","PIPE",34,"15",-0.55,-0.65,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",10.07624381,"Jan-15","15","Jan"
"5674","2023D003P045","PIPE",50,"18",1.15,1.15,"CORRUGATED METAL PIPE","MIAMI LAKES","C8",16.93909931,"Jan-15","15","Jan"
"5675","2023D003P046","PIPE",39,"15",-1.65,-1.75,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",13.21671858,"Jan-15","15","Jan"
"5676","2023D003P047","PIPE",29,"15",-1.15,-1.25,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",10.3653042,"Jan-15","15","Jan"
"5677","2023D003P048","PIPE",75,"18",1.15,1.15,"CORRUGATED METAL PIPE","MIAMI LAKES","C8",25.4416026,"Jan-15","15","Jan"
"5678","2023D003P016","PIPE",57,"15",-3.45,-3.75,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",24.0328551,"Jan-15","15","Jan"
"5679","2023D003P012","PIPE",29,"15",-1.95,-2.05,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",6.910943609,"Jan-15","15","Jan"
"5680","2023D003P014","PIPE",160,"18",-1.15,-1.15,"CORRUGATED METAL PIPE","MIAMI LAKES","C8",55.49435951,"Jan-15","15","Jan"
"5681","2023D003P015","PIPE",15,"15",-2.25,-2.35,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",4.260095888,"Jan-15","15","Jan"
"5682","2023D003P013","PIPE",8,"15",-1.85,-1.95,"HIGHT DENSITY POLYETHYLENE PIPE","MIAMI LAKES","C8",2.552222735,"Jan-15","15","Jan"
"5683","2023D003P011","PIPE",190,"18",0.85,0.85,"CORRUGATED METAL PIPE","MIAMI LAKES","C8",49.94685252,"Jan-15","15","Jan"
